,Unnamed: 0,sys_id,product_id,product_name,product_en_name,category,supplier_name,brand_name,keyword,description,data_time,data_status
0,0,1,26567,新品預購 DR.CINK 4D全方位肌潤星辰限定組,Pre-Order DR.CINK All-Round Repair 4D Revitalizing Moisturizing Lotion Set,保養,(Dr.Cink)新高橋生技股份有限公司,DR.CINK,"Cink 4D Lotion,DR.CINK隋棠,保濕精華,保濕露,精華露,小藍瓶,大藍瓶,特潤保濕,特潤小藍,鎖水,Hydrating,Revitalizing,Moisturizing,Lotion,賦活露,賦活精華,保濕噴霧,Moisturizing Spray",4D全方位賦活保濕露200ml+特潤鎖水精華液30ml+升級鎖水精華液30ml 送升級B5水活源肌膚保濕噴霧100ml+ 50ml裸罐隨機+4D全方位賦活保濕露60ml+特潤鎖水精華液4ml+升級鎖水精華液4ml+迷你精華液4ml(白綠咖銀粉隨機2瓶) ．自帶水光肌的化妝水 ．無添加香料/人工色素/礦物油/酒精 ．獨創4D 激發自體水合循環 ．1D 水密封 2D水塑形 3D水通道 4D水豐盈 ．層層開啓肌膚水閥，湧入豐沛水源,2022-10-01,0
1,1,2,26566,CHECK2CHECK Kocostar 保濕足膜1對入 3款可選,CHECK2CHECK Kocostar Foot Moisture Pack 3 styles,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,Kocostar-Pack,Hydrating,Moisturizing,滋潤保濕,韓國足膜,嬰兒肌,精華液,足部保養,精華足膜,Foot Care,Foot Mask,去角質,去角質足膜,Exfoliate","韓國藝人一致好用推薦！ ★Happy Together 綜藝節目~藝人使用後廣受好評！  ★韓國2016最優秀設計大獎！ ★特殊專利防漏設計！ ★添加了蝸牛提取精華，所以有嫩膚功效，其中蘆薈可以保濕水嫩肌膚，還有韓國著名人參成分，亮膚美白，使用完肌膚明顯白亮白許多喔！ ★超方便的足膜 ,腳腕處可以圈起來 ,，讓精華液不會流出來，護足的同時也可以做其他事情唷 ! 在家走來走去也不影響",2022-10-01,0
2,2,3,26565,CHECK2CHECK Kocostar 玫瑰水凝膠保濕唇膜 單片入 2款可選,CHECK2CHECK Kocostar Lip Mask 2 Flavors,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,Kocostar-Pack,Hydrating,Moisturizing,保濕唇膜,唇部保養,淡化唇紋,Lip Mask,Lips Care,嘴唇護理,保濕凝膠,晚安唇膜,Lip Sleeping Mask,膠原蛋白,Collagen",儲水力強的凝膠材質唇膜，根據唇形設計的貼合嘴唇的唇膜。  ★有效促進唇部肌膚血液循環，深層滋潤、舒緩乾燥、改善細紋、起皮、皺裂的嘴唇。  ★通過韓國KOTITI重金屬測試，不含有害成分。  ★蘊含多種植物萃取物及保濕因子，抑制膠原蛋白流失，供給唇部及唇周肌膚水份，持久保濕，使雙唇水潤有彈力，打造水嘟嘟的雙唇，亦能令唇妝更易上色顯色。,2022-10-01,0
3,3,4,26564,CHECK2CHECK 克絲美 極光星肌面膜 5入/盒,CHECK2CHECK CXMIX Super Hydrating Radiance Mask 5 pcs/box,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,Facial Mask,Hydrating,Moisturizing,保養面膜,保濕,鎖水,舒敏,美白,亮白,Whitening,Brightening,敏感肌,Sensitive Skin,粉刺,Ance,暗沉,蠟黃,痘痘,Pimple,緊緻,Firming,Anti-aging,抗老化",．約會救星 超級鎖水 ．舒敏神器 提量法寶 ．天然有機植物萃取 成分安心 ．適用任何膚質(敏感肌、術後、曬傷皆可使用),2022-10-01,0
4,4,5,26563,CHECK2CHECK 日本白雪姬 職人軟化小肉芽聰明刷頭凝膠 日用 20g,CHECK2CHECK Tsubuporon Special Care Daytime 20g,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,肉芽消除,肉芽去除,肉芽保養品,除肉芽,肉芽膏,肉芽藥,肉芽凝膠,肉芽凝霜,清除肉芽,眼周,脂肪粒",,2022-10-01,0
5,5,6,26562,CHECK2CHECK 日本白雪姬 職人軟化小肉芽柔軟刷頭溫感凝膠 眼周專用 20g,CHECK2CHECK Tsubuporon Eye Essence 20g,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,肉芽消除,肉芽去除,肉芽保養品,除肉芽,肉芽膏,肉芽藥,肉芽凝膠,肉芽凝霜,清除肉芽,眼周,脂肪粒",,2022-10-01,0
6,6,7,26561,CHECK2CHECK 日本白雪姬 職人軟化小肉芽角質粒按摩凝膠 20g,CHECK2CHECK Tsubuporon Night Patch Gel 20g,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,肉芽消除,除肉芽,肉芽膏,角質軟化,夜用凝膠,去角質,去角質凝膠,角質去除,角質粒,Exfoliating Gel,角質更新,修護凝膠,修復凝膠,Repairing Gel,角質修復",,2022-10-01,0
7,7,8,26560,CHECK2CHECK Sonoko 鑽石美白霜 80g,CHECK2CHECK Sonoko All-in-one Whitening Gel 80g,保養,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"代謝 Metabolism,C2C,Whitening Cream,亮白,Whitening,保水,新陳代謝,保濕,Hydrating,Moisturizing,皮膚修復,暗沉,乳液,精華,乳霜,Lotion,雀斑,斑點,淡斑,凝膠,Moisturizer",*美白  消除斑點和雀斑的根本原因  增白活性成分“氨甲環酸”抑制黑色素的形成。此外，活性成分“硬脂酰甘草酸酯”為肌膚準備健康環境，使皮膚光滑透亮。  彈性    防止彈性和水分流失  改善皮膚屏障功能的“蜂王漿提取物”和玻尿酸高保濕性的“Shiroiki raga多醣體”可以保護老化的皮膚免受刺激。  新陳代謝    活化皮膚週期  “乳清蛋白”和“墨角蘭精華萃取”會使肌膚柔軟有彈性，促進皮膚週期的活化。 *保濕    維持保濕潤澤力  內含富有礦物質的溫泉水。加速皮膚修復，維持夜晚“魔法時光”的保,2022-10-01,0
8,8,9,26559,CHECK2CHECK Pingo Qmini口袋黃金梳 2色可選,CHECK2CHECK Pingo Qmini Golden Pocket Comb 2 Colors,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,美髮造型,健康梳,梳子,梳頭,按摩梳,頭皮按摩,Massage,Head Massage,落髮,頭髮打結,頭髮毛躁,抒壓,血液循環,Circulation,迷你梳,輕量梳,Comb,Pocket Comb,Mini Comb,Pingo Combo",工匠技藝手工穿針搭配無毒環保氣墊 純黃金於金屬梳針反覆電鍍三層 讓健康從「頭」開始 台灣製造 純黃金梳針三層電鍍，持久耐用 手柄採用超輕量設計：控制度更高，更加靈活 無毒材質通過標準檢驗 梳針設計，使其更容易穿透髮絲，按摩頭皮 有效的按摩可以幫助去除附著在頭皮上的污垢 透氣孔設計可梳理頭皮亦可輕輕敲打頭皮達到按摩之效果,2022-10-01,0
9,9,10,26558,CHECK2CHECK Pingo S1星鑽直捲兩用USB無線離子夾 粉色,CHECK2CHECK Pingo S1  2 Way USB Diamond Hair Styler Pink,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C-Curling-Wand,電棒 Curling Wand,離子夾 Straightner,美髮造型,捲髮器,捲髮夾,直髮夾,電熱梳,電棒捲,電棒梳,造型梳,Styling Comb,Ionic Hair Curler,Hair Curler,燙頭髮,燙捲,Curl Hair,內彎","USB充電式無線離子夾輕巧方便，隨充隨用 直捲2in1隨心所欲輕鬆梳理頭髮 亦可直可捲,梳整完成各種喜愛的造型 短、中、長髮、瀏海皆適用 可打造直髮、內彎、捲髮等時尚髮型 LED溫控電量指示燈 3段溫控160℃、180℃、200℃ 3D齒梳受熱更均勻 陶瓷塗層彈浮面板 收納開關鍵 磁吸式充電孔 外出旅遊必備機款",2022-10-01,0
10,10,11,26557,Solone 蘋果肌紅潤腮紅 5色,Solone Plump Cheeks Blush Powder 5 Colors,彩妝,(Solone)姿華企業有限公司,Solone,"Solone眉筆,眉筆眉刷,Eyebrow Pencil,Eyebrow Brush,彩妝,臉部彩妝,咖啡色眉筆,持久顯色,棕色眉筆,深咖啡眉筆,淺棕眉筆,雙頭眉筆,好畫眉筆,三角眉筆,防暈防染,持久顯色",．柔順的絲滑質地 就像融入肌膚般一樣 ．呈現出自然柔和的粉嫩質感 ．展現出甜美透紅的精緻輪廓 打造蘋果般的粉嫩甜,2022-10-01,0
11,11,12,26556,CHECK2CHECK 聲寶SAMPO 負離子直捲兩用造型梳,CHECK2CHECK SAMPO Ionic 2 Way Hair Styler,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C-Curling-Wand,電棒 Curling Wand,美髮造型,捲髮器,捲髮夾,直髮夾,電熱梳,兩用電熱梳,電棒捲,電棒梳,造型梳,捲髮電棒梳,Styling Comb,Ionic Hair Curler,Hair Curler,燙頭髮,燙髮,燙捲,Curl Hair,大波浪,小波浪","外噴式水潤負離子 傳統梳子與造型功能結合 可調式溫控 140度C-200度C 國際通用電壓 360度防纏繞線 通過BSMI認證 ION負離子水潤光澤 140-200 4段溫控 國際電壓/自動斷電 負離子, 可旋轉式電源線, 溫控",2022-10-01,0
12,12,13,26555,CHECK2CHECK Pingo Lady A9天使棒 晶漾陶瓷加長電棒,CHECK2CHECK Pingo Lady A9 Angel Ceramic Lengthen Hair Curler 26mm/32mm,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C-Curling-Wand,電棒 Curling Wand,美髮造型,捲髮器,捲髮夾,電熱梳,電棒捲,電棒梳,造型梳,Styling Comb,Ionic Hair Curler,燙頭髮,燙髮,燙捲,Curl Hair",擁有一支天使棒，變亮變捲變漂亮！ 加長發熱棒體 棒體採陶瓷釉塗層 6段溫控 特殊防燙頂端 環球電壓110V-220V 防誤觸溫度鎖定功能 60分鐘自動斷電 一體成型支架 線長290cm，超長電線，使用不受限 LED燈號顯示 收納吊環,2022-10-01,0
13,13,14,26554,CHECK2CHECK DREAM TREND 陶瓷迷你二合一 直捲兩用電棒夾,CHECK2CHECK DREAM TREND Mini Ceramic 2 Way Hair Styler,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C-Curling-Wand,電棒 Curling Wand,離子夾 Straightner,美髮造型,捲髮器,捲髮夾,直髮夾,電熱梳,兩用電熱梳,電棒捲,電棒梳,造型梳,Styling Comb,Ionic Hair Curler,Hair Curler,燙頭髮,燙髮,燙捲,Curl Hair",．不導熱前端設計安心操作 ．電源開關 額定溫度200度 ．夾直收納設計可鎖住變成純電棒 ．尾端360度旋轉設計 ．沙龍級0.75mm電源線 ．電壓110v-220v 環球電壓 ．產品通過商檢合格認證 ．本商品附送轉接頭(included adaptor.),2022-10-01,0
14,14,15,26553,買2送1 C'est vrai 超好刷雙刷2入組 送刷具乾洗清潔液100ml,Buy 2 Free 1 C'est vrai Powder Brush 2-Pieces-Set Free Brush Cleanser 100ml,保養,(莎菲亞)普力德生物科技股份有限公司,C'est vrai 莎菲亞,"CV-Brush,莎菲亞刷具,Cestvrai,底妝 Base Makeup,蜜粉刷,粉底刷,底妝刷,細毛刷,化妝刷具,彩妝工具,彩妝刷具,細毛粉底刷,乾濕兩用,Powder Brush,Foundation Brush,刷具清潔,清潔液",不只超順手 還超萬能！  蓬鬆彈力刷毛 上妝超快速 舒適握感 方便施力 快速延展底妝 完美服帖各種臉型弧度,2022-10-01,0
15,15,16,26552,Solone 天生好手極細三角眉筆 3色,Solone Triangle Eyebrow Pencil 3 Colors,彩妝,(Solone)姿華企業有限公司,Solone,"Solone眉筆,眉筆眉刷,Eyebrow Pencil,Eyebrow Brush,彩妝,臉部彩妝,咖啡色眉筆,持久顯色,棕色眉筆,深咖啡眉筆,淺棕眉筆,雙頭眉筆,好畫眉筆,三角眉筆,防暈防染,持久顯色",．精細三角筆頭，讓妳輕鬆描繪眉型 ．打造出宛如天生般的自然柔順眉 ．內含防暈染成分，能隨時隨地維持完整眉型 ．筆芯質地適中滑順，好上色不易起屑結塊,2022-10-01,0
16,16,17,26551,CHECK2CHECK LICAI Fabulousity 美原萃果醬酵素 15包/盒,CHECK2CHECK LICAI Fabulousity Daily Essential Purifying Drink 15 pcs/box,保健,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"代謝 Metabolism,C2C,Enzyme Drink,酵素飲料,抑制食慾,營養補給,促進代謝,補充纖維,膳食纖維,助排便,排便順暢,助消化,維生素,維他命,Vitamin,外食族,瘦身,減肥,健康飲品,Health Drink",．創新果醬酵素，輕纖美態&多效合一 ．77種蔬果酵素+7大多元複方 ．43大專利認證 ．有效抑制食慾、營養飽足、阻斷油糖、促進代謝、體質優化 ．Easy take easy so 萃取日韓法多國專利成份 ．掌控食慾 止你的小餓 ．掌控代謝 促進代謝力,2022-10-01,0
17,17,18,26550,CHECK2CHECK 2盒組 IVENOR髮秘密防落髮膠囊 30粒/盒 脫髮救星,CHECK2CHECK 2-Boxes-Set IVENOR Hair Loss Supplement 30 pcs/box,保健,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"母親節 gift ideas,C2C,頭皮養護,頭皮護理,頭皮精華,Hair Care,養髮,健髮,刺激毛囊,禿頭,掉髮,Bald,髮際線,頭皮精華液,壓力大,頭皮發炎,頭皮出油,產後落髮,營養失調,髮根,Oil Control",．規格:30粒/盒 ．擁有全球16項專利「髮秘密草本精華」 ．經生化實驗證實能夠減緩落髮 ．刺激毛囊、迅速滋養、延長毛髮生命，達到存髮本、顧頭皮、養髮根三重效果 ．開啟防護罩機制、抑制75%自由基預防老化,2022-10-01,0
18,18,19,26549,CHECK2CHECK IVENOR波立王膠囊 30粒/盒,CHECK2CHECK IVENOR Breast Enhancement Capsules 30 pcs/box,保健,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,蜂王乳,賀爾蒙,深V,Deep V,誘人V型,窈窕,美胸膠囊,美胸錠,豐胸膠囊,豐胸錠,青木瓜,Breast Enhancement,蜂王乳,Royal Jelly,Green Papaya,Hormones,傲人胸圍",．萃取日本蜂王乳 ．天然賀爾蒙激活增大 ．日本蜂王乳製造專利 ．抗氧化提高吸收度調節生理機能,2022-10-01,0
19,19,20,26548,CHECK2CHECK IVENOR日夜塑崩爆燃代謝組,CHECK2CHECK IVENOR Day And Night Plastic Collapse Deflagration Metabolome,保健,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"代謝 Metabolism,C2C,阻斷吸收,瘦身,減肥,Lose Weight,窈窕,減壓,排毒,保健膠囊,保健食品,Bodyshaper,新陳代謝,循環,助眠,外食族,睡眠障礙,排便順暢",．內含:夜塑崩1盒+塑崩錠1盒 ．日間爆燃3倍阻斷，夜寢瘦素5倍作用 ．包覆油脂、阻斷吸收 ．收心好睡，減輕壓力，降低不安 ．激發「瘦身激素」5倍代謝，有效「淨化排毒」體內髒污 ．改善消化循環 ，一早醒來自然產生便意,2022-10-01,0
20,20,21,26547,Naturero 私密植淨舒涼慕斯 120ml,Naturero 2-in-1 Intimate Cleansing Foam - Soothing & Refreshing(120ml),保養,(Naturero植淨林)億鑫生化科技有限公司,Naturero,"植淨林,Female Serum,私密呵護,,私密保養,Naturero Mousse,日常清潔,經期清潔,私密處清潔,私密處幕斯,除毛舒緩,涼感舒適,溫和,薄荷花水,沁涼,淨白,美白,修護,保濕,柔嫩,Intimate Hygiene Cleaning",植物潔淨舒涼基底，添加專利柿子酵母抑味萃取與天然抗菌成分，不含皂性，有效清潔私密部位，維持私密環境健康平衡。結合Wonderlight™美白因子、專利歐可靈舒膚成分、維生素B5、玻尿酸與洋甘菊萃取，幫助改善私密肌黯沉，舒緩肌膚悶悶不適感，使私密肌重回健康柔嫩。綿密的慕斯質地使用方便，用後備感清爽舒適。,2022-10-01,0
21,21,22,26546,買2送1 C'est vrai 無瑕粉底遮瑕蜜2件組 送超好刷粉底刷,Buy 2 Free 1 C'est vrai Flawless Foundation+Concealer 2 Pieces-Set Free Foundation Brush,彩妝,(莎菲亞)普力德生物科技股份有限公司,C'est vrai 莎菲亞,"人氣彩妝 TOP 15 Makeup,莎菲亞,Cestvrai,底妝 Base Makeup,莎菲亞粉底,粉底精萃,粉底精華,臉部彩妝,防曬粉底,物理防曬,Anti-Wrinkle,Foundation,保濕遮瑕,Concealer,黑眼圈,痘疤,淡斑,Dark Circles",無瑕粉底精萃30ml(色號任選1)+遮瑕蜜5ml(色號任選1) 送超好刷粉底刷1入 ．天然礦物精萃 30秒給你無痕底妝 ．SPF30物理性防曬 清爽不厚重 ．防水不脫妝 好服貼 ．黑眼圈、痘疤、雀斑完美遮瑕 ．高效控油 長效持妝 瑕疵瞬間神隱,2022-10-01,0
22,22,23,26545,C'est vrai 紅玉礦物持久遮瑕蜜 5ml,C'est vrai Long-Lasting Mineral Concealer 5ml,保養,(莎菲亞)普力德生物科技股份有限公司,C'est vrai 莎菲亞,"紅玉遮瑕,莎菲亞,Cestvrai,底妝 Base Makeup,保濕遮瑕,礦物遮瑕,Mineral Concealer,黑眼圈,淡斑,長效遮瑕,遮瑕膏,Dark Circles,Cushion Concealer,底妝優選 Base Makeup,底妝遮瑕,防水防汗,Cover Concealer",上妝後跟沒擦一樣但膚質看起來超透亮 好羨慕ＩＧ網美們乾淨自然的濾鏡美肌 妳的底妝小願望🥰 只要用對方法就能實現😍 妝前保養｜清潔要顧好，保濕要到位 完美底妝｜先粉底打底，後局部遮瑕 刷具使用｜每用必清潔，同步做保養,2022-10-01,0
23,23,24,26544,聖誕限量4入組 奇蒂可 花紛飛雙層玻璃杯 贈藻土杯墊 2款,4-pieces-set Qidike Christmas Snowman Glass 2 types,生活,奇蒂可(迪娜有限公司),奇蒂可,"奇蒂可玻璃杯,珪藻土杯墊,雪人玻璃杯,聖誕節玻璃杯,聖誕樹玻璃杯,杯子,聖誕禮物,交換禮物,生日禮物,造型玻璃杯,可愛杯子,可愛玻璃杯,杯蓋,居家用品,耐熱玻璃杯",．買就贈送手工藻土吸水杯墊唷！ ．裡面的雪花搖一搖會飄動唷 ．雪人杯 與 聖誕樹杯(含杯蓋) 兩款可選唷 ．當交換禮物、情侶杯、生日禮物、禮物都非常適合，也非常有面子,2022-10-01,0
24,24,25,26543,C'est vrai 刷具乾洗清潔液 100ml,C'est vrai Quick-Dry Brush Cleanser 100ml,保養,(莎菲亞)普力德生物科技股份有限公司,C'est vrai 莎菲亞,"無毒彩妝 NON TOXIC MAKEUP,莎菲亞,Cestvrai,刷具洗滌液,Brush Cleansing,Brush Cleanser,刷具清洗,彩妝工具,快乾清潔,清潔刷具,彩妝刷具,超好刷,底妝刷,蜜粉刷",不只超順手 還超萬能！  蓬鬆彈力刷毛 上妝超快速 舒適握感 方便施力 快速延展底妝 完美服帖各種臉型弧度,2022-10-01,0
25,25,26,26542,CHECK2CHECK 超細柔軟萬毛牙刷 平頭/波浪款 2入組,CHECK2CHECK Ultra Soft Million Bristles Toothbrush Plain/Wave 2 colors 2 in 1-set,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,平頭牙刷,波浪牙刷,Plain Toothbrush,Wave Toothbrush,軟毛牙刷,Soft Toothbrush,口腔清潔,黑色牙刷,白色牙刷,Black Toothbrush,White Toothbrush",．柔軟纖細的刷毛能夠深入到牙齦內部 ．易深入口腔的每個角落 ．萬毛超軟刷毛是普通牙刷刷毛數的近80倍 ．波浪刷毛設計 增加潔齒接觸面 ．幫助減少牙垢 呵護口腔,2022-10-01,0
26,26,27,26541,C'est vrai 超好刷系列 蜜粉刷#120,C'est vrai Superb Powder Brush,彩妝,(莎菲亞)普力德生物科技股份有限公司,C'est vrai 莎菲亞,"CV-Brush,莎菲亞刷具,Cestvrai,底妝 Base Makeup,蜜粉刷,粉底刷,底妝刷,細毛刷,化妝刷具,彩妝工具,彩妝刷具,細毛粉底刷,乾濕兩用,Powder Brush,Foundation Brush,美妆新品 New Makeup",不只超順手 還超萬能！  蓬鬆彈力刷毛 上妝超快速 舒適握感 方便施力 快速延展底妝 完美服帖各種臉型弧度,2022-10-01,0
27,27,28,26540,CHECK2CHECK MIT超親膚彈力棉質內搭褲 黑色 S-L,CHECK2CHECK MIT Super Skinny Stretch Cotton Panties Black S-L,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,棉花糖女孩,棉質褲,Cotton Pants,黑色內搭褲,Black Pants,黑色褲,Stretch Pants,彈力褲,Elastic Pants,運動褲,Sports Pants,長褲,Long Pants,黑色長褲,Black Long Pants,深色褲,Dark Pants",-MIT台灣製造 -C2C獨家版型 -質感舒適棉質布料 -超彈力材質 -側邊顯瘦設計 -穿久也不鬆脫,2022-10-01,0
28,28,29,26539,CHECK2CHECK 下擺不收邊破損長版背心 2色 F,CHECK2CHECK Long Hem Vest 2 colors F,生活,(CHECK2CHECK)美女子有限公司,CHECK2CHECK,"C2C,Plain Tank Top,黑背心,深色背心,素背心,Black Tank Top,Dark Tank Top,白背心,淺色背心,White Tank Top,Light Tank Top,一件式,One Piece,Dress,洋裝",,2022-10-01,0
29,29,30,26538,韓式作風 iPhone系列 防刮花透明漸變軟邊鋼化玻璃手機殼 3色,rootfocus iPhone Series Anti-Scratch Rugged Glass Screen Protector & TPU Phone Case,生活,(韓式作風)廣發精品有限公司,韓式作風,"透明手機殼,TPU軟殼,Smartphone Case,手機配件,3C Product Archives,3C配件,iPhone-Series,Apple,透明殼,保護殼,Anti-blue Light,i11,i10,i7,i8,i11 Pro,iXS,Anti-fingerprint",防刮花玻璃背板，無水印不留指紋 不發黃不變色，TPU奶嘴級軟邊，比軟殼防摔，比硬殼更耐用,2022-10-01,0
30,30,31,26537,聖誕限定4入組 奇蒂可 秒吸擴香珪藻土除濕除臭防霉 圖案隨機 多種香味可選 台灣製,4-pieces-set Qidike Diffuser Diatomaceous Earth Christmas season Only (Randomly selected),生活,奇蒂可(迪娜有限公司),奇蒂可,"除臭 Deodorant,奇蒂可珪藻土,擴香除溼塊,珪藻土防霉塊,精油防霉塊,除溼防霉塊,吸水防霉塊,精油除溼塊,芳香除溼塊,芳香防霉塊,除溼,吸水,防潮,聖誕禮物,交換禮物,防霉除菌",．MIT珪藻土除濕除臭防霉塊聖誕節限定版，過了聖誕節就買不到囉！ ．加大加厚款，真材實料，吸水性強 ．快速吸乾乾爽，防霉除臭一次完成! ．附贈精美吊掛紗袋,2022-10-01,0
31,31,32,26536,韓式作風 iPhone系列 文青插圖動物水果花藝腕帶支架手機殼 8色,rootfocus iPhone Series Hipster Painting Phone Case Holder,生活,(韓式作風)廣發精品有限公司,韓式作風,"Smartphone Holder,Smartphone Case,手機配件,3C Product Archives,3C配件,iPhone-Series,Apple,手機架,追劇神器,保護殼,手機支架,支架保護殼,TPU軟殼,i11,i10,i7,i8,i11 Pro,iXS,TPU Case",多種款式圖案，任君挑選 腕帶可當支架使用，方便看影片,2022-10-01,0
32,32,33,26535,韓式作風 iPhone系列 夜光彩繪防摔鋼化玻璃手機殼 7色,rootfocus iPhone Series Luminous Rugged Glass Screen Protector & TPU Phone Case 7 colors,生活,(韓式作風)廣發精品有限公司,韓式作風,"Smartphone Holder,Smartphone Case,手機配件,3C Product Archives,3C配件,iPhone-Series,Apple,透明殼,保護殼,彩繪殼,TPU軟殼,發光手機殼,i11,i10,i7,i8,i11 Pro,iXS,TPU Phone Case",夜光設計，暗夜中會發光 TPU軟殼材質，拆裝不傷機 鋼化玻璃，防刮防摔,2022-10-01,0
33,33,34,26534,奇蒂可 極度降溫北歐風頂級親膚涼感冰絲椅墊,Qidike Extremely Cool Down Seat Pad,生活,奇蒂可(迪娜有限公司),奇蒂可,"居家用品,奇蒂可椅墊,冰椅墊,沁涼椅墊,涼感椅墊,降溫椅墊,可愛椅墊,交換禮物,生日禮物,聖誕禮物,舒適坐墊,防滑坐墊,透氣舒適,防暑,",．冰冰滑滑的，久坐不黏膩 ．親敷材質，包邊設計，不脫線！ ．還可以幫你省電！省電！省電！,2022-10-01,0
34,34,35,26533,韓式作風 iPhone系列 絢麗多彩漸變防滑紋理鋼化玻璃手機殼 6色,rootfocus iPhone Series Rugged Glass Screen Protector & TPU Phone Case,生活,(韓式作風)廣發精品有限公司,韓式作風,"Smartphone Holder,Smartphone Case,手機配件,3C Product Archives,3C配件,iPhone-Series,Apple,透明殼,手機架,保護殼,手機支架,支架保護殼,磁吸殼,磁吸手機殼,指環手機殼,i11,i10,i7,i8,i11 Pro,iXS",炫彩多色，多款顏色任君挑選 9H鋼化玻璃背板，不怕摔不怕刮 側邊止滑紋理，防止手滑掉落,2022-10-01,0
35,35,36,26532,beaulace S曲羨浮華特仕版 成套平口馬甲塑身衣 2色,beaulace S Body shaper 2 colors,內衣,(Beaulace)薄蕾絲股份有限公司,beaulace,"束腹塑身 Shapewear,beaulace薄蕾絲,Bustier,S曲線馬甲,馬甲塑身衣,細肩帶馬甲,涼感塑身衣,白色馬甲,無鋼圈塑身衣,藍色塑身衣,無鋼圈塑身衣,Wireless Corset,White Corset,連身塑身衣,苗條",．特仕版包含: 平口馬甲塑身衣 一件、小褲一件、肩帶二對、水餃墊一對（ES、EM、EL無附水餃墊） ．※小褲隨內衣尺寸成套搭配，恕無法提供更換尺寸或單獨購買： ．尺寸 S / ES : 搭配M號 ．尺寸 M / EM : 搭配L號 ．尺寸 EL : 搭配XL號  ．無鋼圈設計，全天候穿著舒適無負擔 ．集中美胸 超爆乳 ．塑腰平肚 超火辣 ．吸濕排汗 超透氣,2022-10-01,0
36,36,37,26531,Solone 唇膏唇釉主打雙色組,Solone Rouge Kissable Lip+Chiffon Velvet Lip Set,彩妝,(Solone)姿華企業有限公司,Solone,"咬唇妝 Gradient Lip,開架彩妝 Drugstore Makeup,柔霧唇膏,霧面唇膏,Solone唇膏,紅色唇膏,橘色唇膏,粉色唇膏,玫瑰紅唇膏,Solone唇彩系列,霧唇膏,Solone唇膏系列,顯色唇膏,保濕唇膏,Red Lipstick","．猶如奶油般滋潤,延展性佳的質地 ．輕抹瞬間即可感受滑順滋味,保濕潤澤不顯唇紋",2022-10-01,0
37,37,38,26530,4入組 奇蒂可 心型限定款 台灣製手工製珪藻土除濕除臭防霉塊,4-pieces-set Qidike Hand-Made Diatomaceous Earth Exclusive Love Heart,生活,奇蒂可(迪娜有限公司),奇蒂可,"除臭 Deodorant,奇蒂可珪藻土,擴香除溼塊,珪藻土防霉塊,精油防霉塊,除溼防霉塊,吸水防霉塊,精油除溼塊,芳香除溼塊,芳香防霉塊,除溼,吸水,防潮",MIT珪藻土除濕除臭防霉塊心型限定款，加大加厚款，真材實料，吸水性強，快速吸乾乾爽，防霉除臭一次完成!附贈精美吊掛紗袋，可放置於廚房、浴室、客廳、儲藏室、衣櫥、抽屜、包包、辦公室等地方，清爽的環境，不僅衛生清潔心情也愉快~,2022-10-01,0
38,38,39,26529,【20200714直播限定KOL】beaulace S曲羨浮華特仕版 成套平口馬甲塑身衣 乾燥玫瑰,,生活,(Beaulace)薄蕾絲股份有限公司,beaulace,,,2022-10-01,0
39,39,40,26528,【20200505直播限定KOL】beaulace,,生活,(Beaulace)薄蕾絲股份有限公司,beaulace,,,2022-10-01,0
40,40,41,26527,heme 經典柔霧唇膏 靄光系列 4色,heme Twilight Velvet Lipstick 4 colors,彩妝,(heme)喜蜜國際企業股份有限公司,heme,"Vday-lipsticks,顯白唇膏 Best Lips,BCEP6,Heme-Lipstick,咬唇妝 Gradient Lip,Pink Lipstick,Red Lipsticks,粉色唇膏,紅色唇膏,豆沙粉唇膏,玫瑰粉唇膏,棗紅色唇膏,保濕唇膏,水潤唇膏,鏡面唇膏,精油唇膏,精萃唇膏",heme以「柔霧瀰漫的靄光」為概念，精選時下流行「冷淡風色調」，訂製「經典柔霧唇膏」。heme研發團隊專為亞洲人量身打造完美四色:「肉桂奶茶色、冷淡玫瑰色、煙燻豆沙色、復古棗紅色」，在調色中加入微微濁感，上唇細緻絲滑，輕薄不厚重，一抹完美服貼雙唇。,2022-10-01,0
